path,score,label,split
7.0_116275.jpg,7.0,70,train
7.5_120014.jpg,7.5,75,train
6.4_116253.jpg,6.4,64,train
7.6_96336.jpg,7.6,76,train
6.4_71519.jpg,6.4,64,train
7.9_312841.jpg,7.9,79,train
6.7_110006.jpg,6.7,67,train
4.9_118772.jpg,4.9,49,test
5.8_113026.jpg,5.8,58,train
8.5_281376.jpg,8.5,85,test
6.4_96794.jpg,6.4,64,train
7.8_9018.jpg,7.8,78,train
5.5_317303.jpg,5.5,55,train
6.0_269347.jpg,6.0,60,train
5.3_120767.jpg,5.3,53,train
7.1_113328.jpg,7.1,71,train
6.9_365183.jpg,6.9,69,train
5.8_96054.jpg,5.8,58,test
5.6_110867.jpg,5.6,56,test
6.4_41967.jpg,6.4,64,train
6.1_82748.jpg,6.1,61,train
6.5_114952.jpg,6.5,65,train
6.2_87635.jpg,6.2,62,test
7.1_268690.jpg,7.1,71,train
7.0_110769.jpg,7.0,70,train
7.1_67824.jpg,7.1,71,train
6.9_120514.jpg,6.9,69,train
7.9_53134.jpg,7.9,79,train
4.9_118127.jpg,4.9,49,train
7.5_285441.jpg,7.5,75,train
6.3_98439.jpg,6.3,63,train
5.5_116705.jpg,5.5,55,test
7.1_101998.jpg,7.1,71,train
7.0_242193.jpg,7.0,70,train
5.6_112760.jpg,5.6,56,test
7.1_116365.jpg,7.1,71,train
5.8_338325.jpg,5.8,58,test
7.8_100998.jpg,7.8,78,train
5.4_167423.jpg,5.4,54,test
6.1_63808.jpg,6.1,61,train
6.2_117786.jpg,6.2,62,train
7.3_59319.jpg,7.3,73,train
6.2_92972.jpg,6.2,62,train
5.3_113729.jpg,5.3,53,test
5.9_127296.jpg,5.9,59,train
7.2_112851.jpg,7.2,72,train
6.9_104040.jpg,6.9,69,train
5.6_305669.jpg,5.6,56,train
7.8_150338.jpg,7.8,78,train
5.4_82696.jpg,5.4,54,train
7.1_107002.jpg,7.1,71,train
6.7_111732.jpg,6.7,67,train
6.2_65836.jpg,6.2,62,test
7.5_112379.jpg,7.5,75,train
7.8_286244.jpg,7.8,78,train
7.9_14972.jpg,7.9,79,train
6.8_263957.jpg,6.8,68,train
7.6_79641.jpg,7.6,76,train
5.4_81445.jpg,5.4,54,train
7.5_375063.jpg,7.5,75,train
8.2_112691.jpg,8.2,82,test
5.5_60897.jpg,5.5,55,train
8.4_37674.jpg,8.4,84,test
7.3_91209.jpg,7.3,73,train
7.0_256259.jpg,7.0,70,train
4.8_106375.jpg,4.8,48,train
7.3_390022.jpg,7.3,73,train
6.0_103069.jpg,6.0,60,train
6.9_76618.jpg,6.9,69,train
5.7_117894.jpg,5.7,57,test
7.2_110598.jpg,7.2,72,train
6.1_97880.jpg,6.1,61,train
6.9_117887.jpg,6.9,69,train
6.8_45109.jpg,6.8,68,train
7.1_16039.jpg,7.1,71,train
7.0_62185.jpg,7.0,70,train
6.6_92997.jpg,6.6,66,train
6.9_100404.jpg,6.9,69,train
5.3_236348.jpg,5.3,53,test
7.6_78084.jpg,7.6,76,train
7.6_58249.jpg,7.6,76,test
6.3_87100.jpg,6.3,63,train
4.3_110061.jpg,4.3,43,train
2.7_360916.jpg,2.7,27,test
6.0_16230.jpg,6.0,60,train
6.7_76451.jpg,6.7,67,train
5.5_109067.jpg,5.5,55,train
7.4_270971.jpg,7.4,74,train
6.9_114057.jpg,6.9,69,test
6.3_338337.jpg,6.3,63,train
6.0_117108.jpg,6.0,60,train
6.6_85919.jpg,6.6,66,train
5.1_120878.jpg,5.1,51,train
6.8_20827.jpg,6.8,68,train
7.5_97351.jpg,7.5,75,train
6.5_240510.jpg,6.5,65,train
6.9_60814.jpg,6.9,69,train
7.0_58926.jpg,7.0,70,test
6.3_88272.jpg,6.3,63,train
6.1_112606.jpg,6.1,61,train
8.0_52893.jpg,8.0,80,test
7.1_111102.jpg,7.1,71,train
7.2_51337.jpg,7.2,72,train
4.8_104009.jpg,4.8,48,train
6.7_284880.jpg,6.7,67,train
7.0_29852.jpg,7.0,70,train
5.5_91828.jpg,5.5,55,train
6.9_50972.jpg,6.9,69,train
5.8_77234.jpg,5.8,58,train
7.3_73918.jpg,7.3,73,train
7.9_10418.jpg,7.9,79,train
5.5_108560.jpg,5.5,55,train
7.4_80461.jpg,7.4,74,train
7.9_58715.jpg,7.9,79,train
5.7_97100.jpg,5.7,57,train
6.6_120539.jpg,6.6,66,train
6.8_112586.jpg,6.8,68,train
7.4_109049.jpg,7.4,74,train
7.2_113749.jpg,7.2,72,train
7.8_93389.jpg,7.8,78,train
3.3_93516.jpg,3.3,33,train
6.3_70915.jpg,6.3,63,train
7.1_81420.jpg,7.1,71,train
7.6_186508.jpg,7.6,76,train
6.7_192657.jpg,6.7,67,train
7.1_82443.jpg,7.1,71,train
4.9_49370.jpg,4.9,49,train
7.1_48216.jpg,7.1,71,train
8.7_83480.jpg,8.7,87,train
6.8_134154.jpg,6.8,68,train
7.2_238588.jpg,7.2,72,train
7.8_40495.jpg,7.8,78,train
7.2_91474.jpg,7.2,72,train
7.4_74486.jpg,7.4,74,test
5.6_278435.jpg,5.6,56,test
5.4_74608.jpg,5.4,54,train
5.9_111359.jpg,5.9,59,train
5.9_93744.jpg,5.9,59,train
7.7_89606.jpg,7.7,77,train
3.7_293832.jpg,3.7,37,train
7.2_39305.jpg,7.2,72,train
7.8_132477.jpg,7.8,78,train
7.6_47673.jpg,7.6,76,train
7.6_84649.jpg,7.6,76,train
8.4_108598.jpg,8.4,84,train
5.6_68897.jpg,5.6,56,train
6.7_300620.jpg,6.7,67,train
7.7_190798.jpg,7.7,77,train
8.4_119698.jpg,8.4,84,train
8.3_97223.jpg,8.3,83,train
7.9_72021.jpg,7.9,79,train
5.3_70622.jpg,5.3,53,train
7.3_118698.jpg,7.3,73,train
5.7_101821.jpg,5.7,57,test
7.6_289043.jpg,7.6,76,test
6.8_290329.jpg,6.8,68,train
6.4_126604.jpg,6.4,64,train
5.8_117924.jpg,5.8,58,train
6.0_78935.jpg,6.0,60,train
7.1_165854.jpg,7.1,71,train
4.8_160484.jpg,4.8,48,train
5.1_116762.jpg,5.1,51,test
5.2_95687.jpg,5.2,52,train
6.6_107798.jpg,6.6,66,train
6.9_98725.jpg,6.9,69,train
7.3_293416.jpg,7.3,73,train
6.3_99762.jpg,6.3,63,train
7.4_51845.jpg,7.4,74,train
7.3_94027.jpg,7.3,73,train
7.4_114478.jpg,7.4,74,test
6.7_113089.jpg,6.7,67,train
7.6_144084.jpg,7.6,76,train
6.4_51756.jpg,6.4,64,test
6.0_84756.jpg,6.0,60,train
7.6_113725.jpg,7.6,76,test
8.0_119614.jpg,8.0,80,train
4.9_86129.jpg,4.9,49,train
6.6_81547.jpg,6.6,66,train
6.6_81441.jpg,6.6,66,train
5.4_120478.jpg,5.4,54,train
6.9_116361.jpg,6.9,69,train
6.7_210717.jpg,6.7,67,test
6.9_93505.jpg,6.9,69,train
7.9_69762.jpg,7.9,79,test
6.5_115781.jpg,6.5,65,test
7.6_54389.jpg,7.6,76,train
7.4_117500.jpg,7.4,74,train
5.6_83133.jpg,5.6,56,train
7.5_52182.jpg,7.5,75,train
5.7_102411.jpg,5.7,57,train
7.5_112922.jpg,7.5,75,test
8.0_66289.jpg,8.0,80,train
6.5_74258.jpg,6.5,65,train
6.7_292644.jpg,6.7,67,train
6.4_361309.jpg,6.4,64,train
7.0_44030.jpg,7.0,70,train
7.7_325710.jpg,7.7,77,train
6.7_134618.jpg,6.7,67,train
7.1_115744.jpg,7.1,71,train
7.3_44121.jpg,7.3,73,train
4.8_106877.jpg,4.8,48,train
7.6_49777.jpg,7.6,76,train
5.6_258470.jpg,5.6,56,test
6.6_322289.jpg,6.6,66,train
6.3_109785.jpg,6.3,63,train
7.9_31867.jpg,7.9,79,train
5.2_118002.jpg,5.2,52,train
8.4_53125.jpg,8.4,84,train
6.0_153464.jpg,6.0,60,train
6.6_107144.jpg,6.6,66,train
6.0_82498.jpg,6.0,60,train
7.9_156794.jpg,7.9,79,train
7.7_34778.jpg,7.7,77,train
6.8_216689.jpg,6.8,68,train
7.2_159097.jpg,7.2,72,train
6.0_27980.jpg,6.0,60,train
5.5_88885.jpg,5.5,55,train
7.4_61770.jpg,7.4,74,train
7.4_234988.jpg,7.4,74,train
6.6_76342.jpg,6.6,66,train
7.1_142032.jpg,7.1,71,train
7.4_31359.jpg,7.4,74,train
6.8_112702.jpg,6.8,68,train
2.1_339034.jpg,2.1,21,train
5.6_192614.jpg,5.6,56,train
6.4_111070.jpg,6.4,64,train
7.2_54790.jpg,7.2,72,train
7.1_120885.jpg,7.1,71,train
7.5_28683.jpg,7.5,75,train
8.4_88275.jpg,8.4,84,train
6.0_118040.jpg,6.0,60,train
6.7_349416.jpg,6.7,67,train
7.3_211219.jpg,7.3,73,train
6.4_164184.jpg,6.4,64,train
5.9_92214.jpg,5.9,59,test
7.1_362269.jpg,7.1,71,train
7.0_92068.jpg,7.0,70,train
6.6_131857.jpg,6.6,66,train
5.3_82000.jpg,5.3,53,train
6.1_93690.jpg,6.1,61,train
7.0_74972.jpg,7.0,70,train
6.0_262462.jpg,6.0,60,train
7.7_170705.jpg,7.7,77,train
6.2_109951.jpg,6.2,62,train
7.7_54167.jpg,7.7,77,test
5.5_90660.jpg,5.5,55,train
8.1_264464.jpg,8.1,81,test
7.8_88939.jpg,7.8,78,test
7.5_119561.jpg,7.5,75,train
6.8_31397.jpg,6.8,68,train
7.5_87003.jpg,7.5,75,test
7.1_47203.jpg,7.1,71,train
8.2_112641.jpg,8.2,82,test
7.2_56264.jpg,7.2,72,train
7.1_276751.jpg,7.1,71,train
7.3_39111.jpg,7.3,73,test
8.0_83702.jpg,8.0,80,train
6.8_46247.jpg,6.8,68,train
7.8_28944.jpg,7.8,78,train
7.0_230512.jpg,7.0,70,train
5.6_370263.jpg,5.6,56,test
7.4_117128.jpg,7.4,74,train
5.4_114781.jpg,5.4,54,train
7.1_117817.jpg,7.1,71,train
6.4_118571.jpg,6.4,64,test
5.3_119086.jpg,5.3,53,test
6.1_92272.jpg,6.1,61,train
5.7_120004.jpg,5.7,57,test
6.8_107529.jpg,6.8,68,train
5.8_108633.jpg,5.8,58,test
6.2_99699.jpg,6.2,62,train
6.3_179063.jpg,6.3,63,train
6.5_119682.jpg,6.5,65,train
7.2_75995.jpg,7.2,72,train
7.7_57251.jpg,7.7,77,train
6.5_286162.jpg,6.5,65,train
5.0_100240.jpg,5.0,50,test
7.6_363226.jpg,7.6,76,train
6.9_337909.jpg,6.9,69,train
6.2_109303.jpg,6.2,62,train
6.7_43887.jpg,6.7,67,train
5.5_349169.jpg,5.5,55,train
7.2_114039.jpg,7.2,72,train
6.2_293116.jpg,6.2,62,train
7.3_65241.jpg,7.3,73,train
7.3_110632.jpg,7.3,73,train
6.6_66495.jpg,6.6,66,train
6.0_253840.jpg,6.0,60,train
7.1_120402.jpg,7.1,71,test
6.8_87789.jpg,6.8,68,test
6.9_58700.jpg,6.9,69,train
5.9_94602.jpg,5.9,59,train
4.4_80464.jpg,4.4,44,train
5.4_97670.jpg,5.4,54,test
6.3_118172.jpg,6.3,63,train
7.5_100557.jpg,7.5,75,train
4.7_101455.jpg,4.7,47,train
6.9_116041.jpg,6.9,69,train
6.5_107212.jpg,6.5,65,train
6.2_80605.jpg,6.2,62,train
7.0_30744.jpg,7.0,70,train
6.4_76590.jpg,6.4,64,train
7.2_63829.jpg,7.2,72,train
6.9_24368.jpg,6.9,69,train
3.5_175739.jpg,3.5,35,train
4.9_285462.jpg,4.9,49,train
6.2_139394.jpg,6.2,62,train
7.9_420332.jpg,7.9,79,train
6.5_110737.jpg,6.5,65,train
5.7_82958.jpg,5.7,57,train
5.9_107613.jpg,5.9,59,train
7.8_29604.jpg,7.8,78,train
7.5_210727.jpg,7.5,75,train
6.1_69257.jpg,6.1,61,train
6.0_188640.jpg,6.0,60,train
7.9_26138.jpg,7.9,79,train
7.2_36098.jpg,7.2,72,train
7.0_161977.jpg,7.0,70,train
5.9_106664.jpg,5.9,59,test
5.7_46839.jpg,5.7,57,train
5.6_303816.jpg,5.6,56,train
8.2_42041.jpg,8.2,82,train
7.9_84352.jpg,7.9,79,train
6.7_113326.jpg,6.7,67,train
6.8_93277.jpg,6.8,68,train
6.8_116102.jpg,6.8,68,train
6.1_101757.jpg,6.1,61,train
3.9_113074.jpg,3.9,39,train
6.5_277941.jpg,6.5,65,train
5.2_209475.jpg,5.2,52,train
5.9_138467.jpg,5.9,59,train
7.3_21730.jpg,7.3,73,train
6.6_258816.jpg,6.6,66,train
6.5_140379.jpg,6.5,65,test
6.5_178022.jpg,6.5,65,train
5.9_119173.jpg,5.9,59,train
7.6_71746.jpg,7.6,76,train
4.4_141907.jpg,4.4,44,test
3.6_190374.jpg,3.6,36,test
7.1_67881.jpg,7.1,71,test
5.1_95989.jpg,5.1,51,train
5.4_87062.jpg,5.4,54,train
5.7_212827.jpg,5.7,57,test
7.5_66473.jpg,7.5,75,train
6.9_98513.jpg,6.9,69,train
7.7_82252.jpg,7.7,77,test
7.8_39040.jpg,7.8,78,train
6.7_107302.jpg,6.7,67,train
6.9_240890.jpg,6.9,69,train
8.0_84549.jpg,8.0,80,train
7.5_40308.jpg,7.5,75,train
6.9_246266.jpg,6.9,69,train
7.8_27075.jpg,7.8,78,train
7.6_334405.jpg,7.6,76,train
6.1_322330.jpg,6.1,61,test
2.4_114658.jpg,2.4,24,train
5.8_105645.jpg,5.8,58,train
6.1_263757.jpg,6.1,61,train
5.3_240900.jpg,5.3,53,test
6.9_85475.jpg,6.9,69,train
4.9_94846.jpg,4.9,49,test
6.2_321442.jpg,6.2,62,train
4.3_91313.jpg,4.3,43,train
6.2_81696.jpg,6.2,62,train
6.1_301181.jpg,6.1,61,train
5.9_111048.jpg,5.9,59,train
5.6_113936.jpg,5.6,56,test
7.9_109381.jpg,7.9,79,train
7.0_58571.jpg,7.0,70,train
6.0_88936.jpg,6.0,60,train
6.6_68805.jpg,6.6,66,train
7.7_117381.jpg,7.7,77,train
6.5_119892.jpg,6.5,65,test
5.4_297181.jpg,5.4,54,train
6.8_278731.jpg,6.8,68,train
7.0_92637.jpg,7.0,70,train
6.3_50251.jpg,6.3,63,train
5.6_186045.jpg,5.6,56,test
7.3_103129.jpg,7.3,73,train
7.8_111797.jpg,7.8,78,train
5.2_116322.jpg,5.2,52,train
7.8_58450.jpg,7.8,78,train
6.2_115907.jpg,6.2,62,train
6.9_104181.jpg,6.9,69,train
6.2_113243.jpg,6.2,62,train
7.2_59740.jpg,7.2,72,train
6.1_295700.jpg,6.1,61,test
4.1_52646.jpg,4.1,41,train
5.8_119502.jpg,5.8,58,train
7.7_319769.jpg,7.7,77,train
7.3_118842.jpg,7.3,73,train
6.0_113690.jpg,6.0,60,train
6.9_66011.jpg,6.9,69,train
8.3_59578.jpg,8.3,83,train
6.4_34889.jpg,6.4,64,train
6.6_89009.jpg,6.6,66,train
6.0_92796.jpg,6.0,60,train
6.1_76240.jpg,6.1,61,train
7.0_69958.jpg,7.0,70,train
7.7_48356.jpg,7.7,77,train
6.3_98987.jpg,6.3,63,train
7.9_40506.jpg,7.9,79,test
6.8_110365.jpg,6.8,68,train
7.5_25493.jpg,7.5,75,train
5.3_118691.jpg,5.3,53,test
6.9_80031.jpg,6.9,69,train
6.1_84732.jpg,6.1,61,train
8.3_86250.jpg,8.3,83,train
7.9_51411.jpg,7.9,79,train
4.5_89622.jpg,4.5,45,train
6.2_125022.jpg,6.2,62,train
7.4_318034.jpg,7.4,74,train
7.1_50419.jpg,7.1,71,train
7.8_145302.jpg,7.8,78,train
5.2_50197.jpg,5.2,52,train
7.7_37059.jpg,7.7,77,train
4.7_246544.jpg,4.7,47,train
6.6_200530.jpg,6.6,66,train
6.2_364343.jpg,6.2,62,train
7.3_92007.jpg,7.3,73,train
6.3_113972.jpg,6.3,63,train
3.5_94077.jpg,3.5,35,test
5.9_238112.jpg,5.9,59,train
5.2_114345.jpg,5.2,52,test
4.5_143261.jpg,4.5,45,train
8.0_56923.jpg,8.0,80,test
7.3_33563.jpg,7.3,73,train
7.4_373175.jpg,7.4,74,test
4.7_73902.jpg,4.7,47,train
7.9_247586.jpg,7.9,79,train
7.4_156096.jpg,7.4,74,train
7.4_99566.jpg,7.4,74,train
6.2_253126.jpg,6.2,62,train
5.7_102729.jpg,5.7,57,train
7.6_336264.jpg,7.6,76,train
7.1_61801.jpg,7.1,71,train
7.8_210130.jpg,7.8,78,train
6.6_82934.jpg,6.6,66,test
6.9_250638.jpg,6.9,69,train
7.2_65528.jpg,7.2,72,train
5.8_360025.jpg,5.8,58,test
4.6_117994.jpg,4.6,46,train
7.0_119225.jpg,7.0,70,train
6.2_124819.jpg,6.2,62,train
6.4_173840.jpg,6.4,64,train
7.5_215369.jpg,7.5,75,train
6.1_88915.jpg,6.1,61,train
7.7_181689.jpg,7.7,77,test
6.6_264761.jpg,6.6,66,train
2.5_168172.jpg,2.5,25,train
5.7_138703.jpg,5.7,57,train
5.8_105287.jpg,5.8,58,train
3.0_81027.jpg,3.0,30,train
7.5_29992.jpg,7.5,75,train
6.4_86154.jpg,6.4,64,train
6.5_36824.jpg,6.5,65,test
6.6_63715.jpg,6.6,66,train
8.0_72890.jpg,8.0,80,test
7.0_255321.jpg,7.0,70,train
8.2_101640.jpg,8.2,82,train
6.6_120613.jpg,6.6,66,train
6.4_41792.jpg,6.4,64,train
5.9_103036.jpg,5.9,59,train
6.1_82677.jpg,6.1,61,train
6.9_166175.jpg,6.9,69,train
7.2_70509.jpg,7.2,72,train
3.9_218619.jpg,3.9,39,train
8.4_59026.jpg,8.4,84,train
6.1_157411.jpg,6.1,61,train
8.0_54130.jpg,8.0,80,test
6.8_93693.jpg,6.8,68,train
8.0_101414.jpg,8.0,80,train
5.2_117473.jpg,5.2,52,test
7.7_108122.jpg,7.7,77,train
7.1_48947.jpg,7.1,71,train
5.9_309600.jpg,5.9,59,train
7.5_33852.jpg,7.5,75,train
6.5_114086.jpg,6.5,65,train
7.7_78480.jpg,7.7,77,train
6.8_165710.jpg,6.8,68,train
5.3_115472.jpg,5.3,53,train
7.8_60371.jpg,7.8,78,train
7.2_120520.jpg,7.2,72,train
6.5_324158.jpg,6.5,65,train
6.5_102175.jpg,6.5,65,test
6.9_90665.jpg,6.9,69,train
7.3_126886.jpg,7.3,73,train
6.4_90567.jpg,6.4,64,train
6.7_110722.jpg,6.7,67,train
7.1_61643.jpg,7.1,71,train
3.4_95334.jpg,3.4,34,test
7.1_38589.jpg,7.1,71,train
5.6_105481.jpg,5.6,56,train
5.9_123987.jpg,5.9,59,train
6.7_119114.jpg,6.7,67,train
7.6_65988.jpg,7.6,76,train
7.5_90570.jpg,7.5,75,train
6.6_117438.jpg,6.6,66,train
6.3_111194.jpg,6.3,63,train
7.6_70290.jpg,7.6,76,train
4.3_323465.jpg,4.3,43,test
7.7_85482.jpg,7.7,77,train
7.8_101428.jpg,7.8,78,test
6.8_194218.jpg,6.8,68,test
6.7_113967.jpg,6.7,67,train
7.1_300015.jpg,7.1,71,train
5.8_278295.jpg,5.8,58,train
6.7_116442.jpg,6.7,67,train
7.1_112362.jpg,7.1,71,train
7.1_82351.jpg,7.1,71,train
6.1_93793.jpg,6.1,61,train
7.3_109339.jpg,7.3,73,train
6.3_133952.jpg,6.3,63,train
6.4_140688.jpg,6.4,64,train
7.8_66999.jpg,7.8,78,train
4.7_120554.jpg,4.7,47,train
6.2_114788.jpg,6.2,62,train
6.3_118583.jpg,6.3,63,train
7.0_91495.jpg,7.0,70,train
6.6_46899.jpg,6.6,66,train
8.0_57877.jpg,8.0,80,train
5.9_85248.jpg,5.9,59,train
6.0_95532.jpg,6.0,60,train
6.3_119494.jpg,6.3,63,train
6.3_337961.jpg,6.3,63,test
6.6_324197.jpg,6.6,66,train
7.2_159382.jpg,7.2,72,train
4.5_102202.jpg,4.5,45,train
7.2_97815.jpg,7.2,72,test
6.2_97116.jpg,6.2,62,train
6.6_292506.jpg,6.6,66,train
7.5_56868.jpg,7.5,75,train
7.5_74695.jpg,7.5,75,train
7.7_96438.jpg,7.7,77,train
6.5_99615.jpg,6.5,65,train
7.3_119654.jpg,7.3,73,train
4.9_96324.jpg,4.9,49,train
5.9_116269.jpg,5.9,59,train
6.2_93828.jpg,6.2,62,train
6.9_70895.jpg,6.9,69,test
7.3_29440.jpg,7.3,73,train
6.3_108327.jpg,6.3,63,train
7.6_315543.jpg,7.6,76,train
5.3_326806.jpg,5.3,53,train
7.0_77132.jpg,7.0,70,train
6.7_61170.jpg,6.7,67,train
7.4_85995.jpg,7.4,74,train
6.2_305224.jpg,6.2,62,train
8.1_39689.jpg,8.1,81,train
7.4_67144.jpg,7.4,74,train
7.7_99776.jpg,7.7,77,train
7.0_265662.jpg,7.0,70,train
7.7_28772.jpg,7.7,77,train
6.0_37627.jpg,6.0,60,train
4.8_50147.jpg,4.8,48,train
6.3_299873.jpg,6.3,63,test
7.5_25456.jpg,7.5,75,train
6.4_105569.jpg,6.4,64,train
7.4_106307.jpg,7.4,74,train
6.7_102753.jpg,6.7,67,train
8.3_45152.jpg,8.3,83,train
7.3_105652.jpg,7.3,73,train
